probe_id,Median_TestAUC,Mean_TestAUC,SD_TestAUC,Median_TestAcc,gene_symbol,combined_score
11721821_a_at,0.33333333333333337,0.3481481481481482,0.37277000415070016,0.25,SRPK2,0.33333333333333337
11717706_a_at,0.33333333333333337,0.45925925925925926,0.3060882001688058,0.25,VPS13D,0.33333333333333337
11717266_s_at,0.33333333333333337,0.4296296296296297,0.2560649780362016,0.25,CAMK2G,0.33333333333333337
11746315_x_at,0.33333333333333337,0.42222222222222233,0.35582551479927266,0.25,TCF7L2,0.33333333333333337
11757037_s_at,0.33333333333333337,0.362962962962963,0.28376268606485855,0.25,H3F3B,0.33333333333333337
11719024_at,0.33333333333333337,0.362962962962963,0.26110454417799356,0.25,ZNF652,0.33333333333333337
11743011_a_at,0.33333333333333337,0.4222222222222222,0.39769569468284793,0.25,GPR137B,0.33333333333333337
11759643_at,0.33333333333333337,0.40740740740740744,0.2327741683328988,0.25,NIT1,0.33333333333333337
11747008_s_at,0.33333333333333337,0.4814814814814815,0.3454584834477339,0.25,PAFAH1B1,0.33333333333333337
11736594_x_at,0.33333333333333337,0.4518518518518519,0.37897414051219214,0.25,ZBTB24,0.33333333333333337
11726314_a_at,0.33333333333333337,0.40370370370370373,0.35437690443623043,0.25,TBL1X,0.33333333333333337
11750769_s_at,0.33333333333333337,0.4222222222222222,0.4112612338515944,0.25,CCR2,0.33333333333333337
11755026_s_at,0.33333333333333337,0.45925925925925926,0.4070705678232322,0.25,PHF2,0.33333333333333337
11739522_at,0.33333333333333337,0.40740740740740744,0.3153590067764149,0.25,ST8SIA4,0.33333333333333337
11732119_a_at,0.33333333333333337,0.4296296296296297,0.3480299247654373,0.25,USP10,0.33333333333333337
11750555_a_at,0.33333333333333337,0.5037037037037038,0.38365079000232766,0.25,NUP214,0.33333333333333337
11743561_a_at,0.33333333333333337,0.3777777777777778,0.33477056410301237,0.25,PTPRC,0.33333333333333337
11742207_a_at,0.33333333333333337,0.49629629629629635,0.31924980651125856,0.25,VCAN,0.33333333333333337
11734038_a_at,0.33333333333333337,0.45925925925925926,0.40538217162998896,0.25,ARFGAP2,0.33333333333333337
11741959_x_at,0.33333333333333337,0.4814814814814815,0.4358741591088823,0.25,IL6R,0.33333333333333337
11754155_s_at,0.33333333333333337,0.31851851851851853,0.23801880019347602,0.25,ANP32A /// ANP32AP1,0.33333333333333337
11723937_a_at,0.33333333333333337,0.5111111111111111,0.43303250083152656,0.25,SNX1,0.33333333333333337
11759407_at,0.33333333333333337,0.3703703703703704,0.4165637733037775,0.25,FAM217B,0.33333333333333337
11723424_at,0.33333333333333337,0.39629629629629626,0.38658932105660504,0.5833333333333334,IFNAR1,0.33333333333333337
11716497_at,0.33333333333333337,0.5222222222222223,0.36860691290509817,0.25,CHMP4B,0.33333333333333337
11730080_x_at,0.33333333333333337,0.437037037037037,0.3157936851450697,0.6666666666666666,IFNLR1,0.33333333333333337
11733853_s_at,0.33333333333333337,0.49629629629629635,0.4276134043665661,0.75,INTS9,0.33333333333333337
11759053_at,0.33333333333333337,0.4518518518518519,0.3103164454170876,0.75,ZNF333,0.33333333333333337
11718166_a_at,0.33333333333333337,0.3703703703703704,0.38667801884853886,0.75,RBL2,0.33333333333333337
11745752_a_at,0.33333333333333337,0.537037037037037,0.3941443824776438,0.75,MSL1,0.33333333333333337
11737629_s_at,0.33333333333333337,0.48888888888888893,0.3651483716701107,0.75,TLR6,0.33333333333333337
11750360_s_at,0.33333333333333337,0.3037037037037037,0.13895060357262273,0.75,FGD3,0.33333333333333337
11748120_a_at,0.33333333333333337,0.2814814814814815,0.3060882001688058,0.75,LCP2,0.33333333333333337
11754672_a_at,0.33333333333333337,0.31851851851851853,0.2072088997140647,0.75,CHFR,0.33333333333333337
11717823_s_at,0.33333333333333337,0.32592592592592595,0.2243723145312735,0.75,TNFAIP2,0.33333333333333337
11728374_s_at,0.33333333333333337,0.4,0.2979122600324475,0.75,ACTN1,0.33333333333333337
11739155_s_at,0.33333333333333337,0.41481481481481486,0.2861695373641757,0.75,FAM129A,0.33333333333333337
11728497_s_at,0.33333333333333337,0.35555555555555557,0.38897706231455176,0.75,SVIL,0.33333333333333337
11754492_x_at,0.33333333333333337,0.40740740740740744,0.41984385365757904,0.75,PLCB2,0.33333333333333337
11722616_at,0.33333333333333337,0.34074074074074073,0.31903489581271155,0.75,UBLCP1,0.33333333333333337
11746166_x_at,0.33333333333333337,0.39259259259259266,0.3800584750330461,0.75,R3HDM2,0.33333333333333337
11722225_a_at,0.33333333333333337,0.47777777777777786,0.4659901033348623,0.75,ADAM8,0.33333333333333337
11721462_at,0.33333333333333337,0.5259259259259259,0.35659570079736025,0.75,OSBPL2,0.33333333333333337
11727145_s_at,0.33333333333333337,0.45925925925925937,0.37277000415070016,0.75,KLF11,0.33333333333333337
11745769_a_at,0.33333333333333337,0.32592592592592595,0.1319891087496701,0.75,NOTCH2,0.33333333333333337
11754361_s_at,0.33333333333333337,0.3703703703703704,0.3945791806048614,0.75,GSK3B,0.33333333333333337
