gene_rank,gene_symbol,probe_id,probe_rank,probe_type,multivariate_score,abs_fold_change,log_fold_change,mean_sonfh,mean_control,t_stat,p_value,iqr,variance
8854,REG1P,11754817_s_at,15482,_s_at,0.3649,0.3653,-0.3653,4.4933,4.8586,-1.9438,0.0794834775050646,0.282,0.1567
8855,EPM2AIP1,11725353_at,15483,_at,0.3648,0.342,0.342,6.8146,6.4726,2.0371,0.0674699901470457,0.3889,0.1317
8856,NEDD1,11739546_a_at,15484,_a_at,0.3647,0.4243,0.4243,4.2113,3.7869,1.707,0.11611336557934267,0.7081,0.2917
8857,PRRX1,11737200_a_at,15486,_a_at,0.3646,0.3136,-0.3136,3.0241,3.3377,-2.1507,0.056575063715591116,0.2664,0.0932
8858,SRPRB,11717377_s_at,15485,_s_at,0.3646,0.4076,0.4076,7.1218,6.7142,1.7738,0.10519206764803804,0.613,0.2307
8859,LOC100996517 /// LOC100996716 /// LOC102724364 /// SEC22B,11728713_at,15489,_at,0.364,0.2767,0.2767,7.0673,6.7905,2.298,0.035584948372691806,0.5042,0.1233
8860,HAS1,11730089_at,15491,_at,0.3637,0.3436,-0.3436,4.0605,4.4041,-2.0294,0.06916686666372499,0.3088,0.1256
8861,BTBD3,11718055_a_at,15493,_a_at,0.3635,0.2644,-0.2644,4.0744,4.3389,-2.3468,0.03572439851842037,0.3415,0.085
8862,FPGT-TNNI3K /// TNNI3K,11752160_a_at,15496,_a_at,0.3633,0.3557,-0.3557,3.352,3.7077,-1.9804,0.07575487537459417,0.3234,0.1329
8863,SORBS2,11762711_at,15501,_at,0.3631,0.3104,-0.3104,3.9081,4.2185,-2.1619,0.05438569637351683,0.2965,0.0993
8864,LIX1,11727862_at,15502,_at,0.3631,0.2332,-0.2332,2.4837,2.7169,-2.4714,0.030868246967391707,0.2438,0.049
8865,SNORA40 /// TAF1D,11757162_s_at,15500,_s_at,0.3631,0.1787,-0.1787,2.1529,2.3316,-2.69,0.015641007863247368,0.2624,0.0414
8866,RRP12,11754793_a_at,15499,_a_at,0.3631,0.2944,0.2944,8.3537,8.0593,2.226,0.04297767581093691,0.3736,0.129
8867,PRDX3,11727804_s_at,15503,_s_at,0.363,0.4315,0.4315,9.4348,9.0033,1.6762,0.12412328013269411,0.6164,0.268
8868,KIF21A,11755788_a_at,15506,_a_at,0.3629,0.3548,0.3548,3.2122,2.8574,1.9836,0.0651841384906205,0.6205,0.2604
8869,FGFRL1,11732704_a_at,15504,_a_at,0.3629,0.2687,-0.2687,4.1771,4.4458,-2.3288,0.0405321791281574,0.3381,0.0672
8870,DEFA1 /// DEFA1B /// DEFA3,11758958_at,15510,_at,0.3627,0.4338,-0.4338,5.6395,6.0733,-1.6666,0.12227771466639022,0.5237,0.3591
8871,HIST1H1B,11738438_at,15511,_at,0.3627,0.2834,-0.2834,3.4356,3.719,-2.2697,0.04457443443365456,0.3785,0.0801
8872,SPRTN,11729675_a_at,15513,_a_at,0.3627,0.3567,0.3567,3.921,3.5643,1.9758,0.06842518146491262,0.6199,0.2315
8873,EPB41L2,11722358_a_at,15518,_a_at,0.3624,0.4316,-0.4316,3.6556,4.0872,-1.6751,0.1272951015998922,0.3005,0.2077
8874,PLP1,11752902_a_at,15521,_a_at,0.3623,0.3523,-0.3523,2.6208,2.9731,-1.993,0.07392510727974687,0.345,0.1318
8875,MAPK9,11720239_a_at,15523,_a_at,0.3621,0.374,0.374,5.5827,5.2087,1.9057,0.08504537108152369,0.4166,0.1655
8876,KCNT1,11763802_x_at,15525,_x_at,0.362,0.3079,-0.3079,4.5466,4.8545,-2.1706,0.05099600271034265,0.4378,0.1178
8877,PEX3,11749361_a_at,15524,_a_at,0.362,0.3867,0.3867,4.8252,4.4385,1.8547,0.09064543775739804,0.4981,0.2131
8878,NEUROD2,11762363_at,15527,_at,0.3619,0.3203,-0.3203,4.0272,4.3475,-2.1208,0.05917045363147255,0.3156,0.1023
8879,ZNF335,11727640_a_at,15529,_a_at,0.3615,0.2248,0.2248,6.3498,6.125,2.5033,0.022131174443748732,0.2364,0.0793
8880,RLBP1,11726763_at,15531,_at,0.3613,0.3366,-0.3366,3.598,3.9346,-2.0548,0.062297413321898774,0.4594,0.1579
8881,GRIN2D,11728606_a_at,15530,_a_at,0.3613,0.3539,-0.3539,4.1468,4.5008,-1.9854,0.07356432303468934,0.4216,0.1482
8882,MRPL22,11716290_a_at,15532,_a_at,0.3613,0.2446,-0.2446,2.8633,3.1079,-2.4236,0.03172894147756211,0.3795,0.0649
8883,FNDC8,11728621_at,15534,_at,0.3612,0.3112,-0.3112,3.3499,3.6611,-2.1565,0.05385279689403309,0.3316,0.1085
8884,PSPC1,11725028_s_at,15533,_s_at,0.3612,0.4595,0.4595,6.633,6.1735,1.5618,0.149474529552383,0.5099,0.3279
8885,ZC3HC1,11756960_a_at,15536,_a_at,0.3611,0.2828,0.2828,6.4079,6.1251,2.2702,0.046282523022125106,0.2459,0.0689
8886,CASC10,11727298_at,15538,_at,0.3609,0.2519,-0.2519,5.0981,5.35,-2.3939,0.03561785305338629,0.2123,0.0592
8887,MZT1,11725334_at,15539,_at,0.3609,0.3109,-0.3109,4.5167,4.8277,-2.1574,0.055246435961692555,0.2283,0.0965
8888,CYP27A1,11731430_a_at,15540,_a_at,0.3606,0.3734,0.3734,7.8632,7.4899,1.9064,0.07804989890431463,0.473,0.2624
8889,TBX21,11732538_at,15543,_at,0.3605,0.4013,0.4013,7.8547,7.4534,1.7944,0.09319320296558692,0.9708,0.3774
8890,TMCO3,11721005_a_at,15541,_a_at,0.3605,0.4067,0.4067,6.5289,6.1223,1.7728,0.10247264243666283,0.4433,0.2818
8891,USO1,11716440_s_at,15547,_s_at,0.3594,0.4072,0.4072,7.2144,6.8072,1.7695,0.10600668326405777,0.6072,0.23
8892,NACAD,11724331_at,15552,_at,0.359,0.2335,-0.2335,2.5477,2.7812,-2.4655,0.030351899836984254,0.2828,0.053
8893,TBC1D13,11718251_a_at,15551,_a_at,0.359,0.3352,-0.3352,5.8403,6.1755,-2.0578,0.06334826748612041,0.4173,0.1419
8894,RPS5,11716040_a_at,15554,_a_at,0.3586,0.5043,0.5043,11.2791,10.7748,1.3792,0.19612568891406207,1.1735,0.576
8895,GXYLT1,11724160_a_at,15556,_a_at,0.3583,0.3064,0.3064,4.9364,4.63,2.1724,0.04898404219805272,0.3679,0.1324
8896,FOXK1,11722972_a_at,15557,_a_at,0.3583,0.2998,-0.2998,4.288,4.5878,-2.1989,0.044697715122391915,0.4041,0.1415
8897,PPP1R32,11730018_a_at,15560,_a_at,0.3582,0.3269,-0.3269,4.8208,5.1478,-2.0901,0.06052617991768636,0.4228,0.1255
8898,FAM57A,11739757_a_at,15561,_a_at,0.3578,0.3075,-0.3075,5.5356,5.843,-2.1675,0.05205558746153819,0.3592,0.1114
8899,PPP1R1C,11761885_a_at,15562,_a_at,0.3578,0.2351,-0.2351,2.8212,3.0563,-2.4577,0.03083846781694384,0.2145,0.0538
8900,GFRA3,11748792_a_at,15565,_a_at,0.3573,0.3307,-0.3307,4.4712,4.8019,-2.0739,0.06365018322337263,0.3205,0.1169
8901,CHST4,11740224_a_at,15566,_a_at,0.3572,0.216,-0.216,4.3664,4.5823,-2.5336,0.023550413662857487,0.2435,0.0572
8902,RASA2,11736737_at,15568,_at,0.3571,0.3661,0.3661,4.9465,4.5803,1.9317,0.07637859098753072,0.6018,0.2207
8903,METTL17,11722044_a_at,15567,_a_at,0.3571,0.2945,0.2945,8.2118,7.9173,2.2188,0.04627179875437245,0.4204,0.1078
8904,GFAP,11754748_x_at,15570,_x_at,0.357,0.297,-0.297,4.4893,4.7863,-2.2086,0.0467937282226691,0.4252,0.1131
8905,ACTG2,11715793_a_at,15573,_a_at,0.357,0.2268,-0.2268,1.9668,2.1936,-2.4901,0.028243989466870078,0.2486,0.0526
8906,FLJ42393,11753469_at,15575,_at,0.3569,0.4421,0.4421,4.2736,3.8315,1.6267,0.12465647786244592,1.1017,0.5565
8907,SLC22A8,11755865_x_at,15578,_x_at,0.3568,0.2969,-0.2969,5.2942,5.5911,-2.2088,0.048007220098676834,0.3262,0.1035
8908,CKAP4,11726583_s_at,15581,_s_at,0.3566,0.4848,0.4848,8.0035,7.5187,1.4551,0.17491674619112618,0.5923,0.4663
8909,POM121 /// POM121B /// POM121C,11717556_s_at,15584,_s_at,0.3563,0.2735,-0.2735,4.3623,4.6358,-2.3021,0.04209324732486188,0.2612,0.0731
8910,RBBP7,11715433_a_at,15585,_a_at,0.3563,0.3644,0.3644,7.0594,6.6949,1.9376,0.07902673000131814,0.4328,0.1725
8911,GOLGA8A /// GOLGA8B,11734699_x_at,15583,_x_at,0.3563,0.4059,0.4059,8.0463,7.6403,1.7712,0.09468321404880847,0.8664,0.4526
8912,NEU2,11735974_at,15586,_at,0.3558,0.3822,-0.3822,5.7288,6.111,-1.8656,0.08906667707979052,0.3217,0.2051
8913,MYO7A,11738617_s_at,15587,_s_at,0.3558,0.2444,0.2444,3.8061,3.5616,2.4182,0.024979077671053534,0.3817,0.111
8914,B3GNT7,11729999_a_at,15588,_a_at,0.3555,0.3545,-0.3545,5.4136,5.7681,-1.9764,0.07409938362004505,0.3168,0.1566
8915,SCYL2,11758463_s_at,15590,_s_at,0.3548,0.2621,-0.2621,7.7622,8.0242,-2.3461,0.03429327162696676,0.319,0.093
8916,GABRD,11729651_at,15594,_at,0.3545,0.3334,-0.3334,4.1637,4.4971,-2.0598,0.06415845978009743,0.309,0.13
8917,SUCO,11748408_a_at,15597,_a_at,0.3544,0.2938,0.2938,4.0404,3.7465,2.2185,0.04779138905150846,0.4881,0.0962
8918,PLPP3,11762415_a_at,15596,_a_at,0.3544,0.2176,-0.2176,3.3075,3.5251,-2.524,0.026860539664962657,0.2944,0.0461
8919,KNOP1,11757914_a_at,15599,_a_at,0.3543,0.2491,-0.2491,4.7968,5.0459,-2.3976,0.033261831592550646,0.3745,0.0687
8920,MAPK1IP1L,11736008_s_at,15600,_s_at,0.3542,0.3183,0.3183,7.4898,7.1716,2.12,0.05824299896147212,0.3876,0.1095
8921,ZNF541,11744981_a_at,15601,_a_at,0.3541,0.375,-0.375,7.2247,7.5997,-1.8926,0.08338408927034806,0.4464,0.2167
8922,KLF16,11719529_at,15602,_at,0.354,0.2501,-0.2501,6.8732,7.1233,-2.3933,0.035677029813959656,0.3148,0.0583
8923,ATMIN,11756199_a_at,15606,_a_at,0.3538,0.3186,0.3186,6.6393,6.3207,2.1184,0.054008239033931524,0.5667,0.1499
8924,TCTEX1D1,11740323_at,15605,_at,0.3538,0.333,-0.333,3.1164,3.4493,-2.0606,0.06548365346662709,0.3045,0.1162
8925,NALCN,11723143_at,15603,_at,0.3538,0.2726,-0.2726,3.1308,3.4034,-2.3028,0.038857670062587925,0.3147,0.0926
8926,TCEANC2,11732386_at,15607,_at,0.3537,0.319,0.319,4.6254,4.3063,2.1167,0.05535097762233114,0.4853,0.1392
8927,GJB4,11738219_s_at,15610,_s_at,0.3535,0.3065,-0.3065,3.4622,3.7686,-2.1665,0.05492644374430013,0.3476,0.0891
8928,ECT2,11745834_a_at,15609,_a_at,0.3535,0.193,-0.193,4.1262,4.3192,-2.6217,0.0179899460286882,0.3234,0.0506
8929,EBF1,11726802_a_at,15614,_a_at,0.3531,0.4581,-0.4581,3.5448,4.0029,-1.5582,0.1517907745575359,0.4203,0.2873
8930,DCAF8,11744778_a_at,15612,_a_at,0.3531,0.2715,-0.2715,3.2119,3.4834,-2.3064,0.04281546573310733,0.2288,0.0658
8931,MESDC1,11722071_s_at,15616,_s_at,0.353,0.3326,-0.3326,3.3907,3.7232,-2.0613,0.06244947330913503,0.3595,0.1445
8932,TBC1D16,11761054_a_at,15619,_a_at,0.3526,0.1847,-0.1847,3.2736,3.4583,-2.6539,0.017682087941144183,0.2861,0.042
8933,NXPH1,11751447_a_at,15625,_a_at,0.352,0.2738,-0.2738,3.7104,3.9841,-2.296,0.040282629635960625,0.3269,0.0876
8934,RPP30,11719582_at,15627,_at,0.352,0.1558,-0.1558,2.6981,2.8539,-2.7691,0.011869725924884358,0.2206,0.0346
8935,LOC101927183,11747132_at,15629,_at,0.3517,0.2825,-0.2825,4.8453,5.1278,-2.2607,0.04413957921191369,0.2819,0.0876
8936,CCND3,11754434_a_at,15630,_a_at,0.3517,0.361,0.361,9.5833,9.2222,1.946,0.07715978967648549,0.5393,0.1773
8937,TAF1,11723629_a_at,15633,_a_at,0.3515,0.3739,0.3739,6.8689,6.4949,1.894,0.0833655627949416,0.515,0.2125
8938,AGRN,11732450_s_at,15637,_s_at,0.3511,0.5289,0.5289,7.0008,6.4719,1.272,0.2249568176184719,1.5925,1.1032
8939,NDOR1,11734008_a_at,15635,_a_at,0.3511,0.3546,-0.3546,5.0884,5.4431,-1.9709,0.0742710265146368,0.4762,0.1635
8940,CDO1,11717913_at,15638,_at,0.3508,0.5301,-0.5301,2.5717,3.1018,-1.2669,0.236011121759467,0.3539,0.5138
8941,PGPEP1L,11755610_a_at,15639,_a_at,0.3508,0.3175,-0.3175,4.5501,4.8676,-2.1194,0.057516370479345,0.4625,0.1157
8942,RANBP6,11720369_at,15640,_at,0.3507,0.5144,0.5144,6.0384,5.524,1.3297,0.21133314718212654,0.9902,0.6452
8943,RAMP3,11736590_a_at,15642,_a_at,0.3506,0.2901,-0.2901,4.3113,4.6014,-2.229,0.04540626376136496,0.4738,0.104
8944,RAX2,11732655_x_at,15644,_x_at,0.3505,0.2903,-0.2903,4.937,5.2273,-2.2281,0.04803594227765684,0.3255,0.0859
8945,TNFRSF13B,11748879_a_at,15646,_a_at,0.3503,0.3172,-0.3172,6.2407,6.5579,-2.12,0.05840509227450441,0.5364,0.1074
8946,DAG1,11715549_at,15649,_at,0.3502,0.3484,-0.3484,5.0116,5.3599,-1.9948,0.07025592410840893,0.4508,0.1662
8947,MESP2,11731184_a_at,15647,_a_at,0.3502,0.2126,-0.2126,4.6213,4.8339,-2.5393,0.024803212453950018,0.3118,0.0487
8948,PLAC4,11727074_at,15652,_at,0.3501,0.2443,-0.2443,1.9631,2.2075,-2.4121,0.03402412857430022,0.2553,0.0573
8949,NGEF,11752385_a_at,15654,_a_at,0.3499,0.3459,-0.3459,3.6614,4.0073,-2.0045,0.0717153608868553,0.454,0.1342
8950,HMMR,11737174_a_at,15656,_a_at,0.3498,0.2963,-0.2963,2.6209,2.9172,-2.2032,0.04968032212440461,0.3555,0.0947
8951,TMEM53,11746282_a_at,15658,_a_at,0.3496,0.2472,-0.2472,5.0703,5.3175,-2.3999,0.03334908833944223,0.2257,0.0663
8952,STAC3,11729268_a_at,15659,_a_at,0.3496,0.3332,-0.3332,4.0578,4.3909,-2.055,0.06278696012088864,0.3911,0.1493
8953,PAPSS1,11751595_a_at,15664,_a_at,0.3492,0.3817,0.3817,6.7593,6.3776,1.8601,0.0878073668446061,0.5276,0.2368
8954,RBL1,11740383_at,15663,_at,0.3492,0.1978,-0.1978,4.123,4.3209,-2.5975,0.018158569649282637,0.2757,0.0576
8955,WNT3A,11734991_a_at,15668,_a_at,0.349,0.3436,-0.3436,5.3747,5.7183,-2.0127,0.06958065763592793,0.4034,0.1434
8956,RPL13A,11757331_x_at,15667,_x_at,0.349,0.3945,0.3945,12.8763,12.4819,1.8085,0.10009801750888087,0.5872,0.1975
8957,TOPBP1,11743824_s_at,15674,_s_at,0.3484,0.3855,0.3855,7.3449,6.9593,1.844,0.09416519552941136,0.4768,0.1863
8958,BCL2L2,11751290_a_at,15673,_a_at,0.3484,0.3381,-0.3381,3.8874,4.2255,-2.034,0.06764555277766646,0.3977,0.1308
8959,CGNL1,11720015_at,15675,_at,0.3483,0.2206,-0.2206,3.3497,3.5702,-2.505,0.025006724402264646,0.3513,0.0603
8960,ACSL3,11739261_s_at,15678,_s_at,0.3482,0.4585,0.4585,6.5311,6.0726,1.551,0.1508175344477855,0.5107,0.3645
8961,CLIC4,11725927_a_at,15679,_a_at,0.3481,0.3504,-0.3504,5.2284,5.5788,-1.9844,0.07513283082703859,0.3146,0.1298
8962,TMEM120B,11724664_a_at,15680,_a_at,0.3481,0.3003,-0.3003,6.4567,6.757,-2.1852,0.046212345217632685,0.4409,0.1403
8963,PHYHIPL,11734739_a_at,15681,_a_at,0.348,0.2978,-0.2978,2.7859,3.0838,-2.1952,0.0491430233250382,0.2468,0.1055
8964,KLHL29,11745365_at,15682,_at,0.3478,0.3195,-0.3195,3.4705,3.79,-2.1079,0.056147002745173355,0.3705,0.1414
8965,FOXM1,11734028_a_at,15683,_a_at,0.3477,0.3335,-0.3335,4.3859,4.7194,-2.0517,0.06556923810554556,0.4168,0.1261
8966,SLCO1B3 /// SLCO1B7,11762011_at,15685,_at,0.3476,0.1977,-0.1977,1.9517,2.1495,-2.5961,0.019967995906054147,0.2794,0.0496
8967,GPR55,11731334_a_at,15684,_a_at,0.3476,0.3771,-0.3771,4.8204,5.1975,-1.8767,0.08759567227851672,0.5513,0.1952
8968,KRTAP5-1,11738925_at,15689,_at,0.347,0.2596,-0.2596,5.3429,5.6025,-2.3472,0.038517925049832036,0.217,0.0658
8969,HOOK2,11720687_at,15691,_at,0.3469,0.2307,-0.2307,6.1207,6.3514,-2.463,0.03323758406884246,0.2288,0.0406
8970,FOXP2,11752148_a_at,15692,_a_at,0.3468,0.2398,-0.2398,2.3658,2.6056,-2.4263,0.033752121828924765,0.232,0.052
8971,XYLT1,11727221_at,15696,_at,0.3461,0.4927,0.4927,6.3821,5.8894,1.4115,0.19022991846418505,0.5037,0.384
8972,ITGA3,11739145_a_at,15699,_a_at,0.346,0.358,-0.358,3.9169,4.2749,-1.9515,0.0758493862772105,0.5432,0.1807
8973,EIF3A,11721470_s_at,15701,_s_at,0.3459,0.4142,0.4142,7.8361,7.4219,1.726,0.11245063855473586,0.4945,0.2747
8974,SLC52A1,11747191_x_at,15700,_x_at,0.3459,0.2669,-0.2669,3.7602,4.0271,-2.3166,0.04023352953292118,0.3052,0.0735
8975,TOB2,11717819_a_at,15702,_a_at,0.3458,0.2492,-0.2492,3.8539,4.1031,-2.3875,0.030580866454420406,0.3891,0.0885
8976,ZNF75A,11723906_a_at,15703,_a_at,0.3457,0.3945,0.3945,5.6072,5.2127,1.8048,0.09802604958138839,0.6287,0.2413
8977,SLC47A1,11753352_a_at,15705,_a_at,0.3456,0.2711,-0.2711,4.2964,4.5675,-2.2995,0.04007657811613927,0.3402,0.0854
8978,STARD3NL,11743398_s_at,15707,_s_at,0.3449,0.4635,0.4635,7.55,7.0865,1.5272,0.15653556490819345,0.8868,0.384
8979,ZNF425,11731827_at,15710,_at,0.3446,0.2373,-0.2373,3.597,3.8343,-2.4339,0.02953367133671687,0.3489,0.0688
8980,FBXL17,11759124_at,15711,_at,0.3446,0.4359,0.4359,7.1669,6.731,1.6375,0.13236170052970614,0.5452,0.2779
8981,PAX2,11728623_a_at,15712,_a_at,0.3445,0.2987,-0.2987,2.9694,3.2682,-2.1875,0.052028867300878114,0.3281,0.0903
8982,DPM1,11754523_a_at,15714,_a_at,0.3443,0.4435,0.4435,7.8316,7.3881,1.6067,0.13732994192539727,0.725,0.3386
8983,SP5,11730036_at,15716,_at,0.3441,0.3265,-0.3265,3.0443,3.3709,-2.0756,0.0642716024086047,0.3046,0.1067
8984,B3GALNT1,11731011_a_at,15720,_a_at,0.3433,0.3815,-0.3815,3.3774,3.7589,-1.8542,0.09496704319265806,0.2741,0.1483
8985,CTNND1 /// TMX2-CTNND1,11750587_a_at,15724,_a_at,0.3432,0.3339,-0.3339,4.1615,4.4954,-2.0449,0.06232189919858126,0.3621,0.1683
8986,CALM2 /// CALM3,11725959_x_at,15723,_x_at,0.3432,0.3592,-0.3592,7.0153,7.3744,-1.9435,0.08018069150347461,0.387,0.144
8987,PAPL,11737431_x_at,15721,_x_at,0.3432,0.3122,-0.3122,3.0722,3.3844,-2.1319,0.05520001469700487,0.3542,0.12
8988,EFCAB1,11727315_at,15729,_at,0.3429,0.2354,-0.2354,4.8169,5.0523,-2.4395,0.030115843522069374,0.2349,0.0629
8989,ATF2,11763586_s_at,15731,_s_at,0.3427,0.4874,0.4874,7.5738,7.0864,1.4288,0.182733387416979,0.8119,0.4661
8990,NCAM1-AS1,11760506_at,15730,_at,0.3427,0.346,-0.346,3.2512,3.5973,-1.9958,0.0708645199575264,0.4141,0.1557
8991,SPRN,11728620_at,15732,_at,0.3427,0.2871,-0.2871,4.167,4.4541,-2.232,0.04548770844627292,0.2986,0.0992
8992,ADAMTS4,11752079_x_at,15734,_x_at,0.3426,0.3059,-0.3059,3.3223,3.6282,-2.1565,0.05335367160362808,0.3944,0.1089
8993,PPP3R2,11728323_a_at,15735,_a_at,0.3425,0.3087,-0.3087,2.8034,3.1121,-2.1452,0.052869333542482626,0.4385,0.125
8994,C16orf58,11746663_a_at,15737,_a_at,0.3423,0.3315,-0.3315,5.0702,5.4018,-2.0535,0.06531969936674596,0.3845,0.1248
8995,GALNT2,11737879_s_at,15738,_s_at,0.3422,0.4205,0.4205,7.2953,6.8748,1.6965,0.12071069935219726,0.4059,0.2382
8996,CEP72,11749987_a_at,15742,_a_at,0.3417,0.3257,-0.3257,2.9663,3.292,-2.0761,0.061981030947512686,0.3217,0.1262
8997,PLA2G2A,11718416_a_at,15744,_a_at,0.3415,0.194,-0.194,2.0803,2.2743,-2.6039,0.02093532321620491,0.2654,0.0425
8998,FAM166A,11737305_a_at,15745,_a_at,0.3414,0.2842,-0.2842,4.0874,4.3716,-2.2421,0.04598792241183311,0.3274,0.0874
8999,PRLHR,11740191_a_at,15746,_a_at,0.3413,0.2643,-0.2643,5.4151,5.6794,-2.3218,0.03963278825553186,0.292,0.0731
9000,LOC202181,11762310_x_at,15747,_x_at,0.3413,0.2939,-0.2939,3.0956,3.3895,-2.2031,0.05118510251196837,0.3591,0.0827
9001,APOBEC3C,11723956_x_at,15753,_x_at,0.3398,0.2918,-0.2918,7.3541,7.6459,-2.2098,0.04683346803513139,0.402,0.108
9002,FABP6,11725724_a_at,15758,_a_at,0.3396,0.2317,-0.2317,2.5672,2.7989,-2.4506,0.0289554453362248,0.2921,0.0631
9003,PMF1,11716428_a_at,15759,_a_at,0.3395,0.1743,0.1743,6.9671,6.7928,2.6806,0.017254422652149225,0.2104,0.0351
9004,GUCA2A,11731957_at,15761,_at,0.3394,0.3532,-0.3532,4.8455,5.1987,-1.9632,0.07675518125012619,0.2503,0.1462
9005,PRR30,11729634_at,15762,_at,0.3393,0.3282,-0.3282,4.5052,4.8334,-2.0633,0.06347586768382552,0.3325,0.1285
9006,NCAPH,11721854_a_at,15765,_a_at,0.3389,0.3353,-0.3353,4.9762,5.3114,-2.0344,0.06898310175698757,0.347,0.1154
9007,NUCB1,11755969_a_at,15770,_a_at,0.3388,0.3288,-0.3288,6.4721,6.8009,-2.0603,0.06667015764701253,0.3843,0.1032
9008,HIST1H2BB,11738962_x_at,15771,_x_at,0.3386,0.1724,-0.1724,2.4562,2.6286,-2.6872,0.017300703072251074,0.2126,0.0334
9009,CCDC69,11730266_a_at,15775,_a_at,0.3383,0.2279,-0.2279,5.9559,6.1837,-2.4643,0.02869604693789402,0.2134,0.0582
9010,CRAT,11720575_s_at,15776,_s_at,0.3382,0.3087,-0.3087,7.6934,8.0021,-2.1402,0.053104753729219766,0.3268,0.1276
9011,SNAPC2,11717270_a_at,15777,_a_at,0.3382,0.3261,-0.3261,5.5893,5.9154,-2.0705,0.06225400274872089,0.5037,0.1302
9012,WASL,11717284_a_at,15779,_a_at,0.3381,0.2968,-0.2968,5.0676,5.3645,-2.1879,0.04844084091916042,0.4155,0.116
9013,PRAMEF2,11738422_at,15781,_at,0.3378,0.2715,-0.2715,2.003,2.2745,-2.289,0.04471701294637177,0.2357,0.0633
9014,XPO4,11753374_a_at,15782,_a_at,0.3377,0.2722,-0.2722,2.9915,3.2637,-2.286,0.04270037091678939,0.2793,0.0768
9015,FRMPD1,11730638_at,15784,_at,0.3375,0.3275,-0.3275,3.0731,3.4006,-2.0641,0.06025640815799387,0.4741,0.1588
9016,EFCAB5,11750926_a_at,15785,_a_at,0.3373,0.2941,-0.2941,2.7303,3.0244,-2.1978,0.049351645526965034,0.449,0.0995
9017,PRR35,11735615_at,15787,_at,0.3369,0.338,-0.338,5.5861,5.9241,-2.0213,0.06972086603422756,0.3151,0.1262
9018,NAA20,11717097_a_at,15789,_a_at,0.3368,0.4749,0.4749,6.7835,6.3086,1.4722,0.17175218357801478,0.7599,0.3904
9019,CCKBR,11730387_a_at,15791,_a_at,0.3364,0.2416,-0.2416,3.1585,3.4002,-2.4073,0.03386084368152561,0.2982,0.0584
9020,FAM209A,11729875_at,15793,_at,0.3362,0.3303,0.3303,3.2926,2.9623,2.0514,0.054479759423032514,0.4853,0.2529
9021,POSTN,11736423_a_at,15795,_a_at,0.3359,0.3208,-0.3208,2.6443,2.9651,-2.0891,0.061492366768134674,0.3108,0.1132
9022,SERPINB9P1,11744855_at,15800,_at,0.3356,0.2748,0.2748,5.7014,5.4265,2.2732,0.039714522308245424,0.3745,0.1055
9023,OR6S1,11742527_at,15806,_at,0.3348,0.2706,-0.2706,3.1775,3.4481,-2.2891,0.04046561970456887,0.4337,0.0881
9024,FGF22,11738440_at,15808,_at,0.3347,0.3291,-0.3291,4.9604,5.2895,-2.0545,0.06427628535451974,0.3339,0.1317
9025,VAMP8,11717012_s_at,15811,_s_at,0.3346,0.4714,0.4714,8.9153,8.4439,1.4837,0.16880118313059198,0.7133,0.3774
9026,PHACTR1,11763198_at,15812,_at,0.3342,0.2397,-0.2397,3.7211,3.9608,-2.4124,0.028879653868050765,0.3717,0.0819
9027,TMEM204,11758917_at,15814,_at,0.3338,0.2795,-0.2795,4.6494,4.9289,-2.2523,0.041771983682285935,0.3957,0.1073
9028,CEP170,11752593_x_at,15818,_x_at,0.3335,0.2668,-0.2668,5.4198,5.6866,-2.3029,0.040693253244395586,0.3277,0.0773
9029,OR10G3,11742583_at,15821,_at,0.333,0.2844,-0.2844,5.9207,6.2051,-2.2317,0.04777136701920833,0.3111,0.082
9030,EXTL1,11730861_at,15824,_at,0.3326,0.3343,-0.3343,3.6693,4.0036,-2.0312,0.06802934444977551,0.3393,0.1275
9031,PRDX1,11742924_a_at,15830,_a_at,0.3324,0.3778,-0.3778,9.7434,10.1212,-1.8565,0.09062793548708857,0.5229,0.1995
9032,KIR3DX1,11755725_a_at,15827,_a_at,0.3324,0.3249,-0.3249,3.0023,3.3272,-2.0687,0.06310430950698703,0.3526,0.1234
9033,FAM187B,11729974_at,15831,_at,0.3323,0.2825,-0.2825,4.8161,5.0986,-2.2386,0.045364761080778665,0.3671,0.0927
9034,PTGES,11747186_a_at,15832,_a_at,0.332,0.3001,-0.3001,7.1325,7.4326,-2.1677,0.05119982888275111,0.2814,0.1126
9035,RASSF10,11742468_at,15833,_at,0.3319,0.2986,-0.2986,3.7643,4.0629,-2.1736,0.05170527306584445,0.3377,0.1029
9036,ATXN2L,11748458_x_at,15838,_x_at,0.3316,0.3148,-0.3148,6.1528,6.4676,-2.1082,0.06006566189864546,0.3382,0.1029
9037,PPP2R3C,11755598_a_at,15839,_a_at,0.3316,0.4176,0.4176,5.8112,5.3936,1.6961,0.11751284333066392,0.7318,0.3
9038,OR5D13,11742573_at,15840,_at,0.3312,0.3238,-0.3238,2.857,3.1808,-2.0717,0.06134018592629143,0.464,0.1356
9039,CALU,11725306_s_at,15841,_s_at,0.3311,0.3472,0.3472,6.3821,6.0349,1.9778,0.07239628200185905,0.4703,0.1671
9040,GDAP1L1,11726649_a_at,15842,_a_at,0.331,0.3538,-0.3538,5.2412,5.5949,-1.9512,0.07620465804054304,0.3674,0.1728
