gene_rank,gene_symbol,probe_id,probe_rank,probe_type,multivariate_score,abs_fold_change,log_fold_change,mean_sonfh,mean_control,t_stat,p_value,iqr,variance
8666,USH1G,11733960_a_at,15122,_a_at,0.4021,0.2992,-0.2992,4.2813,4.5804,-2.2513,0.04294781219307632,0.2722,0.114
8667,SEPHS2,11743803_s_at,15125,_s_at,0.4018,0.3856,0.3856,7.4667,7.0811,1.9045,0.08495795198715728,0.436,0.1796
8668,APOA2,11757667_x_at,15131,_x_at,0.4013,0.2447,-0.2447,2.4386,2.6833,-2.4689,0.03146737671279246,0.2756,0.0519
8669,GABRA2,11763820_at,15134,_at,0.401,0.1554,-0.1554,2.3626,2.518,-2.8267,0.01163578772590191,0.2538,0.0292
8670,CDRT15P1,11757252_at,15137,_at,0.4009,0.2973,-0.2973,3.2261,3.5234,-2.2576,0.044230383552436865,0.3358,0.0983
8671,BRD2,11719629_a_at,15136,_a_at,0.4009,0.3429,0.3429,5.1676,4.8247,2.0747,0.06079053768533256,0.4337,0.1542
8672,HMP19,11733724_x_at,15138,_x_at,0.4009,0.2091,-0.2091,4.419,4.6281,-2.6112,0.024102908960362737,0.2179,0.036
8673,PCBD1,11717354_at,15139,_at,0.4008,0.2374,-0.2374,5.2379,5.4753,-2.4976,0.02645764693189096,0.2618,0.0644
8674,ANAPC16,11729130_at,15145,_at,0.4006,0.3375,0.3375,8.216,7.8785,2.096,0.05781146194969769,0.4554,0.1545
8675,ZSWIM2,11740365_at,15143,_at,0.4006,0.3049,-0.3049,2.8242,3.1291,-2.2267,0.04970229147308537,0.2769,0.0835
8676,MTRF1,11752755_a_at,15144,_a_at,0.4006,0.3294,0.3294,3.6907,3.3613,2.1285,0.05092778617826602,0.6182,0.1819
8677,CENPBD1,11728338_a_at,15142,_a_at,0.4006,0.2549,0.2549,5.7432,5.4882,2.4272,0.03067612737643197,0.3964,0.0752
8678,NOL8,11746340_a_at,15148,_a_at,0.4004,0.3563,0.3563,6.4951,6.1388,2.0204,0.06744236663930743,0.4502,0.1672
8679,PKMYT1,11723256_a_at,15149,_a_at,0.4001,0.3785,-0.3785,7.1503,7.5288,-1.931,0.0812560825063547,0.4705,0.1694
8680,GRIK1-AS1,11745478_at,15151,_at,0.4,0.4009,-0.4009,4.0309,4.4318,-1.8411,0.0926935265215038,0.4992,0.2327
8681,MYO5C,11723823_a_at,15152,_a_at,0.4,0.4935,-0.4935,3.0839,3.5774,-1.4698,0.17473466433248497,0.3581,0.3397
8682,RNF175,11729027_a_at,15154,_a_at,0.3999,0.3374,-0.3374,3.2685,3.6059,-2.0956,0.057412401731425075,0.5619,0.1591
8683,PNMA5,11741497_a_at,15155,_a_at,0.3997,0.3115,-0.3115,3.6892,4.0007,-2.1992,0.05105057772849036,0.3847,0.0969
8684,RPL10L,11728860_at,15161,_at,0.399,0.2719,-0.2719,4.9856,5.2575,-2.3572,0.03542632400640549,0.2351,0.0867
8685,ITGA10,11727716_a_at,15164,_a_at,0.3988,0.3761,-0.3761,5.2138,5.5898,-1.9392,0.07725283916765227,0.4446,0.2045
8686,KIF4A /// KIF4B,11737197_s_at,15166,_s_at,0.3988,0.3704,-0.3704,2.8521,3.2225,-1.962,0.07825536581183692,0.3203,0.1446
8687,C1QL1,11718749_s_at,15163,_s_at,0.3988,0.3902,-0.3902,6.6427,7.0329,-1.8827,0.08886423448033676,0.4308,0.1766
8688,ESCO2,11727968_at,15165,_at,0.3988,0.49,-0.49,2.6521,3.142,-1.4825,0.1656808058269187,0.6164,0.5325
8689,FOSL1,11760573_a_at,15168,_a_at,0.3986,0.2123,-0.2123,4.5983,4.8105,-2.5958,0.022491520369311784,0.2983,0.046
8690,ANXA7,11723643_a_at,15167,_a_at,0.3986,0.3222,-0.3222,8.7584,9.0806,-2.1551,0.05557831532450759,0.2962,0.1029
8691,PRPF6,11744203_a_at,15169,_a_at,0.3984,0.3648,0.3648,6.7724,6.4076,1.984,0.07526787544197149,0.4544,0.1399
8692,SEC31B,11755785_a_at,15170,_a_at,0.3981,0.2435,0.2435,6.3394,6.0959,2.4701,0.02314121014288588,0.4501,0.0996
8693,ZDBF2,11731237_at,15173,_at,0.3979,0.2032,0.2032,3.0155,2.8123,2.6315,0.014880553982746821,0.2379,0.072
8694,EIF4E1B,11754736_a_at,15172,_a_at,0.3979,0.3608,-0.3608,3.6868,4.0476,-1.9995,0.0718153084203114,0.3728,0.1522
8695,C18orf21,11742797_a_at,15174,_a_at,0.3978,0.3865,0.3865,6.0785,5.692,1.8964,0.0853267341900772,0.6152,0.1928
8696,TMEM237,11735390_a_at,15178,_a_at,0.3973,0.2613,-0.2613,3.4497,3.711,-2.3978,0.03397175716926713,0.2699,0.0714
8697,BCAS1,11749962_a_at,15179,_a_at,0.3973,0.3544,-0.3544,8.4657,8.8201,-2.0245,0.06431387117769254,0.5101,0.1969
8698,COQ9,11761023_at,15184,_at,0.3967,0.2823,-0.2823,3.2103,3.4926,-2.3129,0.038556531526076514,0.3435,0.0956
8699,TIMP3,11715436_at,15185,_at,0.3967,0.2757,-0.2757,2.4732,2.7489,-2.3394,0.04032847297168522,0.2563,0.0671
8700,APOA4,11758243_s_at,15186,_s_at,0.3966,0.2356,-0.2356,2.6204,2.856,-2.5001,0.02744519870259835,0.3149,0.0577
8701,SDHA /// SDHAP3,11744078_s_at,15188,_s_at,0.3962,0.4315,0.4315,6.0694,5.6379,1.7141,0.1145535784748139,0.6023,0.304
8702,CDCA7,11749528_a_at,15189,_a_at,0.3962,0.3528,-0.3528,5.0736,5.4264,-2.0296,0.069484040191114,0.379,0.1288
8703,HDAC6,11751547_a_at,15190,_a_at,0.3962,0.2324,-0.2324,3.5236,3.7561,-2.5124,0.025418775828983352,0.3185,0.0626
8704,MUM1,11721395_a_at,15191,_a_at,0.3951,0.3024,0.3024,4.6333,4.331,2.2305,0.04317483511706698,0.3613,0.1306
8705,CCBE1,11754563_a_at,15192,_a_at,0.3947,0.2408,-0.2408,2.7572,2.9981,-2.477,0.028152735680801188,0.3395,0.0638
8706,CD151,11741144_x_at,15193,_x_at,0.3946,0.246,0.246,8.2141,7.9681,2.4561,0.02891189908920778,0.4123,0.0694
8707,PAGE4,11722401_at,15198,_at,0.3944,0.2144,-0.2144,3.2105,3.4248,-2.5825,0.02268456168294476,0.3547,0.0489
8708,KLF9,11717329_at,15194,_at,0.3944,0.229,-0.229,3.0988,3.3278,-2.524,0.025009939971444232,0.2485,0.0596
8709,ZNF80,11738134_a_at,15199,_a_at,0.3944,0.1959,0.1959,2.1489,1.953,2.6567,0.01291407544446854,0.3005,0.075
8710,SEC61A1,11755426_x_at,15200,_x_at,0.3944,0.2262,0.2262,8.0998,7.8736,2.5352,0.022722496113265312,0.2881,0.0667
8711,EPHA4,11723441_a_at,15204,_a_at,0.3942,0.3191,0.3191,4.6802,4.361,2.1625,0.04157242690569945,0.6071,0.2468
8712,LZTS3,11744008_a_at,15205,_a_at,0.394,0.3537,-0.3537,5.4138,5.7676,-2.0235,0.06812262274767303,0.3932,0.1526
8713,OR1S2,11742541_at,15209,_at,0.3935,0.3216,-0.3216,3.0108,3.3325,-2.1517,0.054931131174224136,0.3921,0.111
8714,ADH6,11744437_a_at,15208,_a_at,0.3935,0.3037,-0.3037,2.9323,3.236,-2.2234,0.044533180152397836,0.5144,0.1256
8715,SH3D21,11744639_a_at,15211,_a_at,0.3932,0.3531,-0.3531,3.947,4.3001,-2.025,0.0668661601617748,0.392,0.1641
8716,CYP8B1,11730157_at,15212,_at,0.3932,0.2512,-0.2512,2.6738,2.925,-2.4336,0.032904398572891236,0.3633,0.0589
8717,GABARAP,11763219_at,15214,_at,0.393,0.2206,-0.2206,5.894,6.1146,-2.5561,0.025607582534713007,0.2214,0.0453
8718,C19orf71,11731908_at,15213,_at,0.393,0.3686,-0.3686,4.3895,4.7582,-1.9626,0.0747640245504259,0.4747,0.1853
8719,SLFN14,11741544_at,15215,_at,0.3929,0.3125,-0.3125,2.6679,2.9804,-2.1875,0.051253083145561755,0.2895,0.105
8720,GLS2,11747633_a_at,15218,_a_at,0.3925,0.219,-0.219,3.0411,3.2601,-2.5619,0.02279599931054804,0.3269,0.0553
8721,GPR135,11740550_s_at,15219,_s_at,0.3924,0.275,-0.275,3.3839,3.6589,-2.3373,0.034510584555476155,0.2903,0.1058
8722,GSTT1,11719246_a_at,15221,_a_at,0.392,0.3401,-0.3401,5.4604,5.8005,-2.0758,0.057785994120669024,0.6039,0.1835
8723,SCGB3A1,11724866_a_at,15223,_a_at,0.3917,0.2989,-0.2989,4.9699,5.2688,-2.2406,0.04165955052024451,0.4036,0.1328
8724,GRID1,11750348_a_at,15222,_a_at,0.3917,0.3385,-0.3385,5.0393,5.3778,-2.0818,0.06081829043430779,0.2796,0.1413
8725,SULT1E1,11724155_at,15225,_at,0.3916,0.228,-0.228,2.0795,2.3075,-2.5248,0.029784019321956443,0.2026,0.0386
8726,LOC100287685,11749284_at,15224,_at,0.3916,0.2622,-0.2622,3.1522,3.4143,-2.3877,0.03315259095313754,0.3458,0.0809
8727,ATP5B,11757873_x_at,15228,_x_at,0.3915,0.2925,-0.2925,10.3174,10.6099,-2.2661,0.04471977948262147,0.3846,0.0865
8728,NFASC,11746204_a_at,15229,_a_at,0.391,0.3704,-0.3704,4.2033,4.5737,-1.9532,0.07529043301420317,0.3961,0.1977
8729,C1orf198,11741655_a_at,15231,_a_at,0.3909,0.3071,-0.3071,2.5604,2.8675,-2.2069,0.04928067899877527,0.3413,0.102
8730,MCOLN2,11730611_at,15235,_at,0.3906,0.4266,0.4266,6.361,5.9344,1.7273,0.11086586390984181,0.8316,0.3191
8731,EEF1G,11726318_s_at,15233,_s_at,0.3906,0.4122,0.4122,12.3681,11.9559,1.7851,0.10376684947200025,0.694,0.2247
8732,NR4A1,11754772_s_at,15234,_s_at,0.3906,0.3226,-0.3226,5.4255,5.7481,-2.1443,0.0567083822518509,0.3878,0.1032
8733,SETD5,11716802_a_at,15232,_a_at,0.3906,0.3098,0.3098,7.02,6.7102,2.1957,0.048862127597500575,0.358,0.1161
8734,TUBB3,11754593_x_at,15241,_x_at,0.3899,0.2469,-0.2469,4.2221,4.469,-2.4471,0.028004848684906127,0.326,0.0784
8735,GPR156,11737444_a_at,15240,_a_at,0.3899,0.3483,-0.3483,3.304,3.6523,-2.0405,0.06519689239158843,0.4357,0.1564
8736,PCOLCE,11761773_x_at,15238,_x_at,0.3899,0.3343,-0.3343,7.0516,7.3858,-2.0966,0.05940658108939709,0.3386,0.1348
8737,POU3F3,11763628_s_at,15245,_s_at,0.3891,0.3427,-0.3427,3.0863,3.4289,-2.0621,0.06331642830051433,0.3519,0.1432
8738,CHRM1,11727799_at,15246,_at,0.3889,0.3593,-0.3593,4.5171,4.8764,-1.9953,0.0704945905311732,0.3671,0.173
8739,BBS12,11727881_at,15247,_at,0.3889,0.2854,-0.2854,3.9395,4.2249,-2.2916,0.04392014500546524,0.2401,0.0735
8740,FAM136A,11717908_s_at,15250,_s_at,0.3887,0.4464,0.4464,6.5227,6.0763,1.6458,0.13065683699075056,0.6247,0.2885
8741,UBQLN4,11750991_s_at,15253,_s_at,0.3885,0.2788,-0.2788,3.2003,3.4791,-2.3176,0.0404553259693609,0.3683,0.0783
8742,PCNXL4,11734957_a_at,15254,_a_at,0.3883,0.4442,0.4442,4.8643,4.4201,1.6541,0.127483599446763,0.6479,0.3166
8743,GPM6B,11721474_a_at,15256,_a_at,0.3876,0.225,-0.225,2.8936,3.1186,-2.5323,0.025517424467329818,0.301,0.0531
8744,HCN1,11733547_a_at,15258,_a_at,0.3875,0.2748,-0.2748,3.6866,3.9614,-2.3325,0.03816533669446789,0.4,0.083
8745,TMPRSS9,11752707_a_at,15259,_a_at,0.3872,0.3329,-0.3329,5.8703,6.2031,-2.0992,0.057663700421057895,0.3406,0.1481
8746,MYOT,11741220_x_at,15262,_x_at,0.3869,0.2398,-0.2398,1.8841,2.1239,-2.4721,0.031890022414493076,0.205,0.0472
8747,TM4SF1,11753131_x_at,15263,_x_at,0.3868,0.4667,-0.4667,3.5801,4.0468,-1.5622,0.15185159483532187,0.3085,0.2697
8748,MAP3K10,11732721_a_at,15266,_a_at,0.3866,0.29,-0.29,5.4676,5.7576,-2.2705,0.04334310401825061,0.3818,0.0919
8749,ATAD1,11729306_s_at,15269,_s_at,0.3864,0.4542,0.4542,6.8966,6.4425,1.6119,0.13627397965003793,0.9428,0.3509
8750,STAT4,11749512_a_at,15274,_a_at,0.386,0.3444,0.3444,7.611,7.2666,2.0517,0.05962690451595511,0.536,0.2013
8751,PALLD,11733084_a_at,15277,_a_at,0.3859,0.3741,0.3741,3.9797,3.6056,1.9325,0.07887280059266778,0.6927,0.194
8752,LMAN1L,11746121_a_at,15278,_a_at,0.3859,0.2724,-0.2724,5.278,5.5504,-2.3403,0.0394623697924388,0.3002,0.07
8753,TCF12,11745862_x_at,15282,_x_at,0.3857,0.4676,-0.4676,3.6813,4.1489,-1.5573,0.1523951534687938,0.3666,0.2891
8754,LOC100506257,11761432_at,15286,_at,0.3856,0.3706,-0.3706,3.7311,4.1017,-1.9462,0.07722941163626676,0.492,0.1855
8755,C10orf99,11721572_at,15287,_at,0.3855,0.2973,-0.2973,4.665,4.9623,-2.24,0.043940539324906366,0.3733,0.1127
8756,NUP93,11754814_a_at,15289,_a_at,0.3854,0.4045,0.4045,7.3022,6.8978,1.81,0.10000139622773933,0.465,0.2049
8757,RTCA,11761020_at,15292,_at,0.385,0.2691,-0.2691,2.7092,2.9783,-2.3525,0.038530551421166036,0.245,0.0683
8758,DDX3Y,11724075_a_at,15294,_a_at,0.3847,0.6649,-0.6649,4.844,5.5088,-0.7651,0.45353924704839815,5.5618,6.9914
8759,LOC339166 /// WSCD1,11746253_a_at,15295,_a_at,0.3845,0.3471,-0.3471,4.8536,5.2008,-2.0391,0.0664134958946512,0.4053,0.1442
8760,KIAA0825,11715250_s_at,15297,_s_at,0.3842,0.2903,0.2903,2.7202,2.4299,2.2666,0.03484057241935619,0.4783,0.17
8761,CA5A,11738373_s_at,15298,_s_at,0.3841,0.3246,-0.3246,4.2555,4.5801,-2.1289,0.05497919482911113,0.4292,0.1348
8762,RHOXF1,11737310_at,15304,_at,0.3838,0.3224,-0.3224,3.7332,4.0557,-2.1374,0.05746587916856784,0.3665,0.1029
8763,SLC25A41,11741741_a_at,15306,_a_at,0.3837,0.3339,-0.3339,3.3148,3.6487,-2.0912,0.06034390102175882,0.3462,0.1314
8764,PCDH19,11739735_a_at,15308,_a_at,0.3834,0.2444,-0.2444,2.7978,3.0422,-2.4497,0.03047242856488885,0.2348,0.0625
8765,GIT1,11754464_x_at,15310,_x_at,0.3832,0.337,-0.337,7.8792,8.2161,-2.0782,0.05786244454841235,0.4181,0.176
8766,MYLK3,11746400_a_at,15312,_a_at,0.3831,0.2637,-0.2637,5.0245,5.2881,-2.372,0.03661669777960207,0.2804,0.0681
8767,TAB2,11754101_x_at,15311,_x_at,0.3831,0.3139,-0.3139,6.1293,6.4432,-2.1707,0.05181092753009937,0.2786,0.1153
8768,CPEB3,11740000_a_at,15319,_a_at,0.3826,0.3643,0.3643,6.748,6.3837,1.968,0.07618173968692045,0.3803,0.1543
8769,MRM1,11725721_a_at,15320,_a_at,0.3826,0.3143,-0.3143,5.003,5.3173,-2.1685,0.0511383919966962,0.3369,0.1234
8770,CLIP3,11718473_a_at,15321,_a_at,0.3826,0.216,-0.216,3.0615,3.2775,-2.5627,0.023494419742845506,0.2561,0.0506
8771,CCDC122,11759814_at,15325,_at,0.3822,0.4612,-0.4612,4.6437,5.1048,-1.579,0.1441257815739917,0.6253,0.3613
8772,SGSM3,11742876_a_at,15326,_a_at,0.3819,0.2326,-0.2326,8.3146,8.5472,-2.4953,0.02530532873025067,0.2301,0.0685
8773,IGF1,11729819_a_at,15330,_a_at,0.3817,0.2842,-0.2842,4.4714,4.7556,-2.2882,0.04228597714602303,0.3191,0.0852
8774,ANKRD6,11726415_a_at,15328,_a_at,0.3817,0.2965,0.2965,3.7179,3.4215,2.2388,0.04217294351093551,0.4325,0.1277
8775,CCDC157,11738361_a_at,15329,_a_at,0.3817,0.3231,-0.3231,5.611,5.9341,-2.1322,0.055880805420161286,0.3572,0.122
8776,IL7,11747035_a_at,15332,_a_at,0.3815,0.3055,-0.3055,2.8574,3.1629,-2.2025,0.0492471654803951,0.3104,0.1045
8777,ALDH1L2,11752169_a_at,15333,_a_at,0.3814,0.3089,-0.3089,3.4156,3.7244,-2.1888,0.05041927437404073,0.4492,0.1082
8778,C2orf73,11745559_a_at,15334,_a_at,0.3814,0.1839,-0.1839,2.1191,2.303,-2.69,0.02003503115141158,0.2318,0.0291
8779,PIP5K1C,11747904_a_at,15338,_a_at,0.381,0.2536,-0.2536,4.5339,4.7875,-2.4101,0.027870773076514636,0.3231,0.0999
8780,FBXW8,11763200_at,15343,_at,0.3806,0.2896,-0.2896,5.4215,5.7111,-2.2653,0.04582800338277513,0.2614,0.0779
8781,LSM14B,11718942_at,15344,_at,0.3805,0.4395,0.4395,7.3625,6.923,1.6641,0.12773129468963254,0.4206,0.2558
8782,AMBRA1,11752494_a_at,15345,_a_at,0.3805,0.3107,-0.3107,4.7465,5.0572,-2.1805,0.04866164130318963,0.4536,0.1317
8783,LAMTOR3,11718768_a_at,15350,_a_at,0.3797,0.3902,0.3902,7.6058,7.2156,1.8609,0.08636641915143989,0.8134,0.2689
8784,SAMD15,11740280_at,15351,_at,0.3796,0.2756,-0.2756,2.0859,2.3614,-2.3203,0.039291879020460156,0.2928,0.0824
8785,LYPD1,11741122_a_at,15352,_a_at,0.3795,0.3181,-0.3181,4.2113,4.5294,-2.1497,0.054760050609896034,0.3225,0.1117
8786,STK3,11764069_at,15354,_at,0.3794,0.3455,-0.3455,3.6981,4.0435,-2.0397,0.06663494626565446,0.373,0.1396
8787,TTC39C,11743792_a_at,15355,_a_at,0.3792,0.3936,0.3936,4.7544,4.3608,1.8466,0.09291393412927096,0.4465,0.2066
8788,TECR,11755502_x_at,15356,_x_at,0.3792,0.2783,0.2783,7.7747,7.4964,2.309,0.031797050333858407,0.4217,0.1525
8789,SLC26A4,11751234_a_at,15358,_a_at,0.3788,0.1944,-0.1944,2.1564,2.3508,-2.6449,0.020647860353814173,0.2304,0.037
8790,NAP1L1,11762777_a_at,15359,_a_at,0.3787,0.4304,0.4304,6.1322,5.7018,1.6985,0.11749881934421483,0.5588,0.3082
8791,BAAT,11736626_a_at,15361,_a_at,0.3786,0.3337,-0.3337,2.3335,2.6672,-2.0861,0.06135702435389525,0.4111,0.1272
8792,ZC2HC1A,11730857_at,15362,_at,0.3786,0.4258,0.4258,3.8028,3.377,1.7169,0.11000541039159266,0.7102,0.3837
8793,MED22,11755048_a_at,15363,_a_at,0.3785,0.2169,0.2169,6.923,6.706,2.5544,0.02451310013854908,0.2345,0.0485
8794,CPNE3,11757946_s_at,15365,_s_at,0.3782,0.4321,0.4321,5.9334,5.5013,1.6911,0.1211595675701846,0.5233,0.2652
8795,NR2F1-AS1,11761792_a_at,15366,_a_at,0.3781,0.3344,-0.3344,5.1816,5.516,-2.0828,0.06026279129465776,0.4043,0.1423
8796,MIR205HG,11757715_a_at,15367,_a_at,0.3779,0.237,-0.237,2.2977,2.5347,-2.4731,0.030182488122576182,0.3096,0.0533
8797,CAND1,11719939_a_at,15373,_a_at,0.3776,0.4515,0.4515,6.6244,6.1728,1.6127,0.1371587458043189,0.7225,0.3193
8798,SEC22A,11720987_at,15375,_at,0.3773,0.3334,0.3334,6.133,5.7996,2.0859,0.06306794139790055,0.4279,0.1112
8799,ABTB2,11720877_at,15376,_at,0.377,0.3578,-0.3578,3.3803,3.7381,-1.9877,0.07311633662197807,0.3374,0.153
8800,STRA8,11738920_at,15378,_at,0.3768,0.2246,-0.2246,4.8875,5.1121,-2.5215,0.02657775596432399,0.2514,0.0509
8801,SSBP4,11743999_x_at,15384,_x_at,0.3759,0.3082,-0.3082,6.504,6.8122,-2.1853,0.05044911980290316,0.5036,0.1103
8802,TDRD10,11728594_a_at,15385,_a_at,0.3757,0.2185,-0.2185,3.8223,4.0408,-2.5447,0.025532532687674244,0.224,0.0472
8803,TFPI,11731183_a_at,15389,_a_at,0.3754,0.3493,-0.3493,3.0566,3.4059,-2.0199,0.07147730048193504,0.2293,0.1186
8804,LILRA6 /// LILRB3,11732349_at,15394,_at,0.375,0.4998,0.4998,9.1085,8.6087,1.416,0.1852672325364223,0.8185,0.5429
8805,TINAG,11760664_at,15395,_at,0.375,0.2504,-0.2504,2.2013,2.4517,-2.416,0.03406521750799048,0.2698,0.0586
8806,SLC13A4,11738197_x_at,15399,_x_at,0.3747,0.3201,-0.3201,3.7763,4.0964,-2.1362,0.056772300574656716,0.3675,0.1083
8807,NKX2-4,11741890_at,15400,_at,0.3746,0.2144,-0.2144,2.2272,2.4416,-2.5599,0.0233150699584495,0.2844,0.0512
8808,DLX5,11726841_a_at,15407,_a_at,0.374,0.2437,-0.2437,3.5658,3.8095,-2.4418,0.0286172782592266,0.3302,0.0748
8809,PTPN3,11740363_a_at,15408,_a_at,0.3739,0.2758,-0.2758,4.4122,4.688,-2.3129,0.04126781794940121,0.3751,0.074
8810,PHKA1,11743746_a_at,15409,_a_at,0.3739,0.2871,-0.2871,3.8434,4.1305,-2.2676,0.04192850574385775,0.4116,0.1019
8811,RHBDD2,11716553_a_at,15410,_a_at,0.3737,0.2707,0.2707,7.1439,6.8732,2.3332,0.03671145152978166,0.3752,0.0894
8812,ADAMTS8,11731704_a_at,15412,_a_at,0.3735,0.2807,-0.2807,2.9031,3.1838,-2.2928,0.04092612410456701,0.4079,0.0896
8813,DSCR8,11744773_a_at,15414,_a_at,0.3731,0.2035,-0.2035,2.1404,2.3439,-2.6019,0.022831555770751393,0.2474,0.04
8814,PTGFR,11740585_a_at,15417,_a_at,0.3727,0.1847,-0.1847,2.7144,2.8992,-2.6769,0.018324293043817563,0.2815,0.0363
8815,ANAPC7,11757527_a_at,15419,_a_at,0.3726,0.347,0.347,7.2132,6.8662,2.026,0.06994344840026498,0.2975,0.1246
8816,SLC2A13,11725857_s_at,15421,_s_at,0.3724,0.3126,0.3126,3.7714,3.4587,2.1637,0.053176824353475476,0.4306,0.109
8817,CCM2L,11754891_a_at,15420,_a_at,0.3724,0.2943,-0.2943,4.3423,4.6366,-2.2371,0.04572501829478205,0.2915,0.099
8818,TBC1D31,11725535_a_at,15423,_a_at,0.3719,0.3173,0.3173,5.6234,5.3061,2.1442,0.05336898626029492,0.3845,0.1284
8819,TMEM74B,11742126_a_at,15426,_a_at,0.3716,0.3007,-0.3007,3.6599,3.9606,-2.2105,0.049839805631476226,0.3704,0.0911
8820,TMEM105,11735652_at,15427,_at,0.3714,0.3609,-0.3609,7.3987,7.7596,-1.9688,0.07431975186145649,0.5381,0.1723
8821,CA12,11720946_at,15428,_at,0.3714,0.264,-0.264,4.7302,4.9942,-2.3574,0.03579461851917447,0.3274,0.0793
8822,LOC441239,11745407_s_at,15429,_s_at,0.3707,0.3734,-0.3734,4.8592,5.2325,-1.9179,0.08454026732646322,0.4374,0.1481
8823,PSMD13,11756188_x_at,15430,_x_at,0.3707,0.3167,0.3167,7.5109,7.1942,2.1453,0.05586301765824768,0.3715,0.1055
8824,LRRC20,11718020_a_at,15435,_a_at,0.3702,0.2794,-0.2794,5.0322,5.3115,-2.2943,0.03898990966206278,0.3812,0.1013
8825,PTPDC1,11725251_a_at,15439,_a_at,0.37,0.2339,-0.2339,2.7043,2.9382,-2.4765,0.031234749935864788,0.2436,0.0465
8826,TNFRSF12A,11745020_a_at,15440,_a_at,0.3699,0.2939,-0.2939,5.1965,5.4905,-2.2358,0.040484718364404426,0.4155,0.143
8827,IFI27L1,11757449_a_at,15442,_a_at,0.3698,0.3078,-0.3078,5.6761,5.9839,-2.1799,0.05072881337679407,0.41,0.1122
8828,CATSPER4,11738882_a_at,15441,_a_at,0.3698,0.3368,-0.3368,3.6151,3.952,-2.0637,0.06365680573301748,0.3757,0.1331
8829,RPL29,11744548_x_at,15445,_x_at,0.3695,0.3933,0.3933,12.292,11.8987,1.8368,0.09393873686110873,0.6657,0.2157
8830,IL18BP,11726928_s_at,15446,_s_at,0.3694,0.3172,0.3172,5.7326,5.4154,2.1418,0.05563637798519278,0.2999,0.1108
8831,FBXL7,11756659_a_at,15448,_a_at,0.3691,0.3671,-0.3671,4.7386,5.1057,-1.9414,0.0795474491332931,0.4311,0.1617
8832,ANAPC4,11720137_a_at,15451,_a_at,0.3684,0.4138,0.4138,7.3171,6.9033,1.7533,0.10779341586216319,0.6367,0.2609
8833,ZNF821,11753930_a_at,15452,_a_at,0.3683,0.2808,-0.2808,2.8275,3.1083,-2.2865,0.0435155406602983,0.3199,0.0762
8834,RBMS2,11728282_at,15455,_at,0.3681,0.3287,-0.3287,4.6471,4.9758,-2.0942,0.05654622808946988,0.51,0.1617
8835,CUL2,11720418_a_at,15456,_a_at,0.3681,0.2478,0.2478,7.1142,6.8664,2.4186,0.03300619961333188,0.2947,0.0618
8836,FAM214A,11756745_a_at,15457,_a_at,0.3679,0.3326,0.3326,5.6408,5.3082,2.0783,0.06144247360658341,0.3503,0.1343
8837,TM4SF19 /// TM4SF19-TCTEX1D2,11733584_a_at,15458,_a_at,0.3679,0.2288,0.2288,3.1031,2.8743,2.4946,0.019357649594899145,0.3372,0.1086
8838,BRSK2,11759074_at,15459,_at,0.3678,0.319,-0.319,3.7722,4.0912,-2.1328,0.05476268632005382,0.3954,0.1282
8839,ACVR1B,11720438_a_at,15460,_a_at,0.3677,0.2931,-0.2931,5.1988,5.4919,-2.2365,0.04905280694840662,0.277,0.0755
8840,WSCD2,11727110_a_at,15461,_a_at,0.3677,0.3323,-0.3323,3.5835,3.9158,-2.0793,0.06406351350181975,0.3874,0.1085
8841,GDF11,11725504_a_at,15463,_a_at,0.3672,0.3826,-0.3826,4.0404,4.423,-1.877,0.08828396470945354,0.3921,0.1903
8842,GPNMB,11748751_a_at,15466,_a_at,0.367,0.2997,-0.2997,2.3251,2.6248,-2.2092,0.051580349036727605,0.3396,0.0791
8843,MT1H,11731857_x_at,15465,_x_at,0.367,0.2563,-0.2563,2.8189,3.0753,-2.3833,0.033973337840110945,0.3247,0.0744
8844,DCAF8L2,11738229_at,15470,_at,0.3666,0.2101,-0.2101,2.3918,2.6019,-2.5681,0.024690667062957097,0.2487,0.0421
8845,MVD,11729695_a_at,15469,_a_at,0.3666,0.2601,-0.2601,7.2533,7.5134,-2.3676,0.033563611163353956,0.2323,0.0861
8846,PRRC2A,11750852_a_at,15471,_a_at,0.3664,0.3198,-0.3198,3.7763,4.0961,-2.128,0.05648133049136609,0.3512,0.1182
8847,PRSS54,11728801_a_at,15472,_a_at,0.3662,0.2812,-0.2812,3.1761,3.4573,-2.2825,0.04135905973547576,0.3095,0.0929
8848,ATP12A,11732468_at,15473,_at,0.366,0.3097,-0.3097,3.5843,3.894,-2.168,0.05171646627656117,0.431,0.1154
8849,COX6C,11758783_at,15474,_at,0.3659,0.2821,-0.2821,3.6693,3.9513,-2.2785,0.04308726554507852,0.3623,0.0841
8850,BRD7,11756939_s_at,15475,_s_at,0.3659,0.3921,0.3921,6.9714,6.5793,1.8375,0.09276443248177067,0.5475,0.2311
8851,RETNLB,11753455_s_at,15476,_s_at,0.3659,0.3205,-0.3205,3.0006,3.321,-2.1246,0.05897330696121714,0.2075,0.1006
8852,HMHB1,11738382_at,15478,_at,0.3653,0.3379,-0.3379,3.4314,3.7694,-2.0541,0.06749260197514691,0.2526,0.1082
8853,GREM2,11730385_at,15481,_at,0.365,0.2556,-0.2556,2.6098,2.8654,-2.3838,0.03632515979730055,0.2807,0.0611
